"PhaseID";"SiteID";"Country";"Culture1";"C14ID";"C14.Age";"C14.SD";"LabID"
"AGER";"S08909";"Denmark";"Ertebølle";22282;5300;55;"AAR-5970"
"AGER";"S08909";"Denmark";"Ertebølle";22286;5375;50;"AAR-5969"
"AGER";"S08909";"Denmark";"Ertebølle";22285;5350;60;"AAR-2655"
"AGER";"S08909";"Denmark";"Ertebølle";22290;5620;65;"AAR-5962"
"AGER";"S08909";"Denmark";"Ertebølle";22280;5265;60;"AAR-2654"
"AGER";"S08909";"Denmark";"Ertebølle";22291;5640;80;"AAR-2652"
"AGER";"S08909";"Denmark";"Ertebølle";22294;6225;55;"AAR-5967"
"AGER";"S08909";"Denmark";"Ertebølle";22289;5565;50;"AAR-5963"
"AGER";"S08909";"Denmark";"Ertebølle";22281;5270;80;"AAR-5961"
"AGER";"S08909";"Denmark";"Ertebølle";22284;5340;75;"AAR-2656"
"AGER";"S08909";"Denmark";"Ertebølle";22283;5310;65;"AAR-5968"
"AGER";"S08909";"Denmark";"Ertebølle";22293;5685;50;"AAR-5966"
"AGER";"S08909";"Denmark";"Ertebølle";22287;5430;70;"AAR-2653"
"AGER";"S08909";"Denmark";"Ertebølle";22288;5555;45;"AAR-5960"
"AGER";"S08909";"Denmark";"Ertebølle";22292;5650;60;"AAR-5964"
"AKNG2";"S08018";"Denmark";"Ertebølle";20353;5140;70;"AAR-4395"
"AKNG2";"S08018";"Denmark";"Ertebølle";20352;5135;50;"AAR-4453"
"AKNG2";"S08018";"Denmark";"Ertebølle";20360;5250;70;"K-4887"
"BJOER1";"S04652";"Denmark";"Ertebølle";28247;5792;41;"UBA-35718"
"BODAL1";"S07871";"Denmark";"Ertebølle";28255;6435;44;"UBA-38238"
"BODAL1";"S07871";"Denmark";"Ertebølle";20041;5250;50;"AAR-4771"
"BODAL1";"S07871";"Denmark";"Ertebølle";20044;5380;50;"AAR-4769"
"BODAL2";"S07871";"Denmark";"Ertebølle";20033;4920;40;"AAR-7054"
"BODAL2";"S07871";"Denmark";"Ertebølle";20034;4970;60;"AAR-6826"
"BODAL2";"S07871";"Denmark";"Ertebølle";20036;5115;50;"AAR-6943"
"BODAL2";"S07871";"Denmark";"Ertebølle";20035;5110;40;"AAR-6945"
"BODAL2";"S07871";"Denmark";"Ertebølle";20039;5209;41;"AAR-7194"
"BODAL2";"S07871";"Denmark";"Ertebølle";20040;5240;45;"AAR-4772"
"BODAL2";"S07871";"Denmark";"Ertebølle";20037;5135;45;"AAR-6944"
"BOG";"S07864";"Denmark";"Ertebølle";20004;6290;75;"K-2782"
"BOG";"S07864";"Denmark";"Ertebølle";20003;6050;75;"K-2781"
"BOG";"S07864";"Denmark";"Ertebølle";20002;5810;105;"K-2784"
"CHRI";"S07886";"Denmark";"Ertebølle";20071;5310;100;"K-729"
"CHRI";"S07886";"Denmark";"Ertebølle";20072;5370;100;"K-750"
"DRG1";"S07894";"Denmark";"Ertebølle";28272;6002;60;"NZA-15678"
"DRG1";"S07894";"Denmark";"Ertebølle";28267;6208;60;"NZA-15676"
"DRG1";"S07894";"Denmark";"Ertebølle";28264;5160;100;"K-2224"
"DRG1";"S07894";"Denmark";"Ertebølle";28273;6030;55;"NZA-15954"
"DRG1";"S07894";"Denmark";"Ertebølle";28271;6296;39;"AAR-7415-2"
"DRG1";"S07894";"Denmark";"Ertebølle";28265;6187;43;"AAR-7414"
"DRG1";"S07894";"Denmark";"Ertebølle";28269;5930;100;"K-2225"
"DRG1";"S07894";"Denmark";"Ertebølle";28266;6209;40;"AAR-7414-2"
"DRG1";"S07894";"Denmark";"Ertebølle";28268;6115;60;"NZA-15953"
"DRG1";"S07894";"Denmark";"Ertebølle";28185;6175;49;"AAR-7415"
"ERTEBE1";"S07904";"Denmark";"Ertebølle";20108;5340;70;"K-4933"
"ERTEBE1";"S07904";"Denmark";"Ertebølle";28285;5611;53;"UBA-35704"
"ERTEBE1";"S07904";"Denmark";"Ertebølle";28284;5981;50;"UBA-37882"
"FANED1";"S11305";"Denmark";"Ertebølle";28289;5821;37;"AAR-28400"
"FANEE1";"S11306";"Denmark";"Ertebølle";28290;5911;43;"UBA-35705"
"FANEF1";"S11307";"Denmark";"Ertebølle";28509;6377;30;"AAR-19687"
"HAVN1";"S10652";"Denmark";"Ertebølle";28318;5947;33;"UBA-39153"
"HENBOG1";"S11313";"Denmark";"Ertebølle";28320;6140;50;"Ua-23784"
"HENBOG1";"S11313";"Denmark";"Ertebølle";28321;6298;58;"UBA-35717"
"HENBOG1";"S11313";"Denmark";"Ertebølle";28324;6260;75;"Ua-23794"
"HENBOG1";"S11313";"Denmark";"Ertebølle";28322;6060;60;"Ua-23786"
"HENBOG1";"S11313";"Denmark";"Ertebølle";28323;6420;70;"Ua-23787"
"HOLM-DJU1";"S11315";"Denmark";"Ertebølle";28325;6030;80;"K-359"
"HOLM-DJU1";"S11315";"Denmark";"Ertebølle";28326;6280;130;"OxA-118"
"HOLM-DJU1";"S11315";"Denmark";"Ertebølle";28327;6080;80;"OxA-533"
"HOLM4";"S07968";"Denmark";"Ertebølle";20237;6220;100;"K-3559"
"HV";"S04379";"Denmark";"Ertebølle";22641;6430;100;"K-5344"
"HV";"S04379";"Denmark";"Ertebølle";22639;6130;75;"K-5621"
"HV";"S04379";"Denmark";"Ertebølle";22640;6370;75;"K-5622"
"KNH2";"S08017";"Denmark";"Ertebølle";20346;5260;100;"K-923"
"KOED1";"S08014";"Denmark";"Ertebølle";28369;6443;44;"UBA-35710"
"KOED1";"S08014";"Denmark";"Ertebølle";28367;6581;35;"UBA-37883"
"KOED1";"S08014";"Denmark";"Ertebølle";28366;6400;73;"UBA-39552"
"KOED1";"S08014";"Denmark";"Ertebølle";28365;6200;75;"K-3750"
"KOED1";"S08014";"Denmark";"Ertebølle";28368;6426;50;"UBA-37884"
"KRABII";"S08026";"Denmark";"Ertebølle";22722;4790;40;"Poz-26157"
"LANSTA1";"S11401";"Denmark";"Ertebølle";28393;5496;57;"UBA-37896"
"LIHM";"S02813";"Denmark";"Ertebølle";11398;5745;145;"Ua-1500"
"LOLLI1";"S08055";"Denmark";"Ertebølle";22783;5890;55;"AAR-7410.2"
"MOLLII";"S08905";"Denmark";"Ertebølle";22819;6170;85;"K-6040"
"MOLLII";"S08905";"Denmark";"Ertebølle";22820;6270;80;"K-6682"
"MOLLII";"S08905";"Denmark";"Ertebølle";22821;6290;75;"K-6681"
"MOLLII";"S08905";"Denmark";"Ertebølle";22818;5910;75;"K-5640"
"NEDER1";"S11329";"Denmark";"Ertebølle";28409;6289;45;"AAR-28401"
"NIV1";"S08092";"Denmark";"Ertebølle";20531;4680;80;"K-7117"
"NIV1";"S08092";"Denmark";"Ertebølle";20532;6000;50;"K-7116"
"NMES";"S04901";"Denmark";"Ertebølle";28413;5800;35;"AAR-8556"
"NMES";"S04901";"Denmark";"Ertebølle";28412;5790;95;"K-5199"
"PREN1";"S08108";"Denmark";"Ertebølle";20598;5260;65;"K-3773"
"RAVNS1";"S11332";"Denmark";"Ertebølle";28422;5308;43;"AAR-10993;BCH198:4a+b"
"RING1";"S08112";"Denmark";"Ertebølle";20622;5420;210;"K-4133"
"RING1";"S08112";"Denmark";"Ertebølle";20623;5490;100;"K-1653"
"RING1";"S08112";"Denmark";"Ertebølle";20620;5320;100;"K-1654"
"RING1";"S08112";"Denmark";"Ertebølle";20621;5410;95;"K-4368"
"RING1";"S08112";"Denmark";"Ertebølle";20625;5610;110;"K-1652"
"RING1";"S08112";"Denmark";"Ertebølle";20619;5230;70;"K-4132"
"RING1";"S08112";"Denmark";"Ertebølle";20626;5820;95;"K-4367"
"RING1";"S08112";"Denmark";"Ertebølle";20624;5500;110;"K-1765"
"RING1";"S08112";"Denmark";"Ertebølle";20618;5200;70;"K-4369"
"RING3";"S08112";"Denmark";"Ertebølle";20616;5120;70;"K-4370"
"RONS";"S08118";"Denmark";"Ertebølle";20633;4640;55;"AAR-6608"
"SMK1";"S08149";"Denmark";"Ertebølle";20704;6189;49;"AA-43837"
"SMK1";"S08149";"Denmark";"Ertebølle";20705;6495;60;"AAR-3783"
"SMK1";"S08149";"Denmark";"Ertebølle";20703;6140;60;"AAR-3782"
"SMK1";"S08149";"Denmark";"Ertebølle";20702;5319;65;"AAR-3318"
"SNH";"S09154";"Denmark";"Ertebølle";23033;4770;85;"K-4770"
"SNH";"S09154";"Denmark";"Ertebølle";23034;4960;90;"K-4771"
"SOLAG1";"S08146";"Denmark";"Ertebølle";28466;5553;40;"UBA-37887"
"SOLAG1";"S08146";"Denmark";"Ertebølle";20696;5520;110;"K-1723"
"SPK1";"S08157";"Denmark";"Ertebølle";20721;5180;40;"AAR-4818"
"SPK1";"S08157";"Denmark";"Ertebølle";20717;5095;45;"AAR-4819"
"SPK1";"S08157";"Denmark";"Ertebølle";20720;5140;65;"K-5044"
"SPK1";"S08157";"Denmark";"Ertebølle";20719;5130;65;"K-5043"
"SPK1";"S08157";"Denmark";"Ertebølle";20718;5110;65;"K-5041"
"SPK1";"S08157";"Denmark";"Ertebølle";20716;5050;65;"K-5042"
"SPK1";"S08157";"Denmark";"Ertebølle";20715;4640;100;"AAR-5114"
"TUDHAG2";"S11418";"Denmark";"Ertebølle";28473;6794;49;"UBA-40929"
"TUDHAG2";"S11418";"Denmark";"Ertebølle";28474;6608;47;"UBA-38242"
"TUDHAG2";"S11418";"Denmark";"Ertebølle";28475;7012;44;"UBA-40852"
"TUDHAG2";"S11418";"Denmark";"Ertebølle";28476;7173;69;"UBA-38243"
"TYVIG2";"S08197";"Denmark";"Ertebølle";22244;6820;55;"AAR-9341"
"TYVIG2";"S08197";"Denmark";"Ertebølle";22245;6905;55;"AAR-9342"
"VENG";"S04099";"Denmark";"Ertebølle";20854;5500;70;"K-3920"
"VENG1";"S04099";"Denmark";"Ertebølle";11176;5420;80;"OxA-532"
"VENG1";"S04099";"Denmark";"Ertebølle";11175;5475;130;"OxA-117"
"ADV";"S01042";"Sweden";"Ertebølle";3122;6540;75;"Lu-697"
"ADV";"S01042";"Sweden";"Ertebølle";3114;6860;70;"Lu-1623"
"ADV";"S01042";"Sweden";"Ertebølle";3115;6800;90;"Lu-963"
"ADV";"S01042";"Sweden";"Ertebølle";3116;6720;75;"Lu-696"
"ADV";"S01042";"Sweden";"Ertebølle";3117;6710;70;"Lu-1502"
"ADV";"S01042";"Sweden";"Ertebølle";3118;6680;70;"Lu-1622"
"ARL";"S01116";"Sweden";"Ertebølle";3126;6290;70;"Lu-757"
"ARL";"S01116";"Sweden";"Ertebølle";3130;6160;75;"Lu-756"
"ARL";"S01116";"Sweden";"Ertebølle";3120;6640;100;"Lu-1007"
"BOKE1";"S01329";"Sweden";"Ertebølle";11310;6410;100;"Ua-2028"
"BOKE1";"S01329";"Sweden";"Ertebølle";11314;6015;75;"Ua-3549"
"BOKE1";"S01329";"Sweden";"Ertebølle";11316;5845;65;"Ua-3550"
"BOKE1";"S01329";"Sweden";"Ertebølle";11315;6000;80;"Lu-3451"
"BOKE1";"S01329";"Sweden";"Ertebølle";11308;6740;90;"Lu-3453"
"BOKE1";"S01329";"Sweden";"Ertebølle";11311;6375;70;"Ua-3551"
"BOKE1";"S01329";"Sweden";"Ertebølle";11313;6270;110;"Ua-2027"
"BOKE1";"S01329";"Sweden";"Ertebølle";11309;6430;90;"Lu-3454"
"BOKE1";"S01329";"Sweden";"Ertebølle";11312;6370;80;"Lu-3452"
"BRED";"S01361";"Sweden";"Ertebølle";3144;5340;70;"Lu-2420"
"BRED";"S01361";"Sweden";"Ertebølle";3153;5170;60;"Lu-2422"
"BTFG";"S01394";"Sweden";"Ertebølle";3119;6670;80;"Lu-1617"
"ELND";"S01819";"Sweden";"Ertebølle";20102;5030;85;"Ua-13663"
"ELND";"S01819";"Sweden";"Ertebølle";3145;5320;210;"U-48"
"LODS";"S02835";"Sweden";"Ertebølle";20404;5260;80;"Lu-1842"
"NYIII";"S08930";"Sweden";"Ertebølle";20562;5750;60;"Lu-2767"
"NYIII";"S08930";"Sweden";"Ertebølle";11098;6380;160;"Ua-368"
"NYIII";"S08930";"Sweden";"Ertebølle";11099;6190;160;"Ua-369"
"NYIII";"S08930";"Sweden";"Ertebølle";11100;5930;60;"Lu-2557"
"PRLT1";"S03257";"Sweden";"Ertebølle";11570;4840;75;"Ua-4395"
"PRLT1";"S03257";"Sweden";"Ertebølle";11568;5225;75;"Ua-4396"
"SKATEI";"S08915";"Sweden";"Ertebølle";29729;5990;70;"Lu-2116"
"STEN";"S03875";"Sweden";"Ertebølle";20727;5390;100;"Lu-2198"
"ALBY2";"S08041";"Sweden";"Trichterbecher";20403;4900;70;"Ua-16293"
"ALMV1";"S07857";"Sweden";"Trichterbecher";22361;5065;60;"Ua-21383"
"ALMV1";"S07857";"Sweden";"Trichterbecher";22362;5095;45;"Ua-20582"
"ALMV1";"S07857";"Sweden";"Trichterbecher";22349;4660;40;"Ua-33027"
"ALMV1";"S07857";"Sweden";"Trichterbecher";19986;4885;40;"Ua-20417"
"ALMV1";"S07857";"Sweden";"Trichterbecher";22350;4690;60;"Ua-18753"
"ALMV1";"S07857";"Sweden";"Trichterbecher";22355;4930;45;"Ua-23873"
"ALMV1";"S07857";"Sweden";"Trichterbecher";22354;4910;45;"Ua-32533"
"ALMV1";"S07857";"Sweden";"Trichterbecher";22353;4910;80;"Ua-14491"
"ALMV1";"S07857";"Sweden";"Trichterbecher";22348;4570;55;"Ua-21329"
"ALMV1";"S07857";"Sweden";"Trichterbecher";22360;5000;40;"Ua-32530"
"ALMV1";"S07857";"Sweden";"Trichterbecher";22351;4780;50;"Ua-21382"
"ALMV1";"S07857";"Sweden";"Trichterbecher";22359;5000;95;"Ua-17156"
"ALMV1";"S07857";"Sweden";"Trichterbecher";22352;4880;45;"Ua-32531"
"ALMV1";"S07857";"Sweden";"Trichterbecher";22358;4990;70;"Ua-17158"
"ALMV1";"S07857";"Sweden";"Trichterbecher";22356;4940;40;"Ua-32532"
"ALMV1";"S07857";"Sweden";"Trichterbecher";22357;4960;50;"Ua-22166"
"ANBG";"S07859";"Sweden";"Trichterbecher";19989;5120;150;"Ua-102"
"ANG1";"S01082";"Sweden";"Trichterbecher";20525;5000;300;"GrA-17860"
"ÄNGDA1";"S01083";"Sweden";"Trichterbecher";28236;4913;32;"UBA-39935"
"ÄNGDA1";"S01083";"Sweden";"Trichterbecher";28237;4990;80;"Lu-3652"
"ARNS";"S08115";"Sweden";"Trichterbecher";20629;4975;70;"Ua-25554"
"ATTN";"S01147";"Sweden";"Trichterbecher";20799;3865;70;"St-5149"
"BATSG";"S01225";"Sweden";"Trichterbecher";20064;4950;95;"KI-2678"
"BLMN";"S10379";"Sweden";"Trichterbecher";26355;4465;32;"UBA-28119"
"BUNK";"S09071";"Sweden";"Trichterbecher";22451;4910;45;"Ua-34229"
"BUNK";"S09071";"Sweden";"Trichterbecher";22450;4575;55;"Ua-21380"
"BUNK3";"S09072";"Sweden";"Trichterbecher";22452;4605;50;"Ua-22167"
"DOSE1";"S11182";"Sweden";"Trichterbecher";27119;4200;35;"Ua-28703"
"DOSE1";"S11182";"Sweden";"Trichterbecher";27118;4305;50;"Ua-28702"
"DOSE1";"S11182";"Sweden";"Trichterbecher";27124;1820;35;"Ua-29124"
"DOSE1";"S11182";"Sweden";"Trichterbecher";27120;4966;36;"Ua-29120"
"DOSE1";"S11182";"Sweden";"Trichterbecher";27109;1445;35;"Ua-28693"
"DOSE1";"S11182";"Sweden";"Trichterbecher";27128;5029;38;"Ua-29128"
"DOSE1";"S11182";"Sweden";"Trichterbecher";27125;4228;38;"Ua-29125"
"DOSE1";"S11182";"Sweden";"Trichterbecher";27117;4490;40;"Ua-28701"
"DOSE1";"S11182";"Sweden";"Trichterbecher";27122;4153;38;"Ua-29122"
"DOSE1";"S11182";"Sweden";"Trichterbecher";27110;5195;50;"Ua-28694"
"DOSE1";"S11182";"Sweden";"Trichterbecher";27111;5080;50;"Ua-28695"
"DOSE1";"S11182";"Sweden";"Trichterbecher";27121;4953;52;"Ua-29121"
"DOSE1";"S11182";"Sweden";"Trichterbecher";27113;4840;45;"Ua-28697"
"DOSE1";"S11182";"Sweden";"Trichterbecher";27114;4205;45;"Ua-28698"
"DOSE1";"S11182";"Sweden";"Trichterbecher";27115;4585;40;"Ua-28699"
"DOSE1";"S11182";"Sweden";"Trichterbecher";27112;8985;65;"Ua-28696"
"DOSE1";"S11182";"Sweden";"Trichterbecher";27126;1312;34;"Ua-29126"
"DOSE1";"S11182";"Sweden";"Trichterbecher";27123;4276;36;"Ua-29123"
"DOSE1";"S11182";"Sweden";"Trichterbecher";27116;2925;35;"Ua-28700"
"DOSE1";"S11182";"Sweden";"Trichterbecher";27127;4101;36;"Ua-29127"
"EVELN1";"S01864";"Sweden";"Trichterbecher";28287;5259;37;"AAR-11206"
"EVELN1";"S01864";"Sweden";"Trichterbecher";28288;4610;100;"St-3839"
"EVELN1";"S01864";"Sweden";"Trichterbecher";28286;5010;75;"Ua-7837"
"F1MLN";"S10380";"Sweden";"Trichterbecher";26389;4302;31;"UBA-25390"
"F1MLN";"S10380";"Sweden";"Trichterbecher";26318;3564;32;"UBA-25388"
"F1MLN";"S10380";"Sweden";"Trichterbecher";26317;4377;34;"UBA-25893"
"F26MN";"S10378";"Sweden";"Trichterbecher";26312;4319;68;"UBA-26334"
"F26MN";"S10378";"Sweden";"Trichterbecher";26302;4119;52;"Ua-48038"
"F26MN";"S10378";"Sweden";"Trichterbecher";26370;4418;42;"UBA-28508"
"F26MN";"S10378";"Sweden";"Trichterbecher";26322;4368;32;"UBA-28507"
"F26MN";"S10378";"Sweden";"Trichterbecher";26301;4140;32;"Ua-48040"
"F3MN";"S07905";"Sweden";"Trichterbecher";26426;4428;45;"AAR-10233"
"F3MN";"S07905";"Sweden";"Trichterbecher";26404;4380;42;"AAR-10234"
"FAGN";"S01870";"Sweden";"Trichterbecher";3268;4285;75;"Ua-4018"
"FAGN";"S01870";"Sweden";"Trichterbecher";3184;4870;90;"Ua-4019"
"FAGN";"S01870";"Sweden";"Trichterbecher";22583;4945;50;"Ua-17200"
"FAGN";"S01870";"Sweden";"Trichterbecher";3159;5035;90;"Ua-4021"
"FAGN";"S01870";"Sweden";"Trichterbecher";3163;4995;85;"Ua-4020"
"FAGN";"S01870";"Sweden";"Trichterbecher";3182;4900;60;"Ua-4017"
"FAGN";"S01870";"Sweden";"Trichterbecher";3160;5015;50;"Ua-4001"
"FAGN";"S01870";"Sweden";"Trichterbecher";3162;5005;75;"Ua-4023"
"FAGN";"S01870";"Sweden";"Trichterbecher";3191;4815;75;"Ua-4006"
"FAGN";"S01870";"Sweden";"Trichterbecher";3179;4910;60;"Ua-4004"
"FAGN";"S01870";"Sweden";"Trichterbecher";3217;4635;90;"Ua-4022"
"FAGN";"S01870";"Sweden";"Trichterbecher";20122;4620;140;"Ua-18705"
"FAGN";"S01870";"Sweden";"Trichterbecher";3203;4720;55;"Ua-4003"
"FAGN";"S01870";"Sweden";"Trichterbecher";22582;4810;85;"Ua-10024"
"FAGN";"S01870";"Sweden";"Trichterbecher";3181;4900;75;"Ua-4007"
"FARK";"S07907";"Sweden";"Trichterbecher";20116;4150;50;"GrA-15118"
"FJE55EN";"S11159";"Sweden";"Trichterbecher";26860;4987;32;"Ua-59107"
"FJKE";"S07913";"Sweden";"Trichterbecher";20127;4465;40;"GrA-15250"
"FOS";"S09092";"Sweden";"Trichterbecher";22594;4970;70;"Ua-15037"
"FOS";"S09092";"Sweden";"Trichterbecher";22593;4970;85;"Ua-15817"
"FOS";"S09092";"Sweden";"Trichterbecher";22592;4845;75;"Ua-15024"
"FRDG";"S07919";"Sweden";"Trichterbecher";20135;4680;70;"Ua-15444"
"FROT";"S01965";"Sweden";"Trichterbecher";11514;3730;60;"Ua-6245"
"FROT";"S01965";"Sweden";"Trichterbecher";11504;5015;65;"Ua-6235"
"FROT";"S01965";"Sweden";"Trichterbecher";11511;4850;60;"Ua-6232"
"FROT";"S01965";"Sweden";"Trichterbecher";11507;4950;60;"Ua-6244"
"FROT";"S01965";"Sweden";"Trichterbecher";20136;5000;70;"Ua-6243"
"FROT";"S01965";"Sweden";"Trichterbecher";11510;4870;100;"Ua-5580"
"FROT";"S01965";"Sweden";"Trichterbecher";11503;5055;65;"Ua-6233"
"FROT";"S01965";"Sweden";"Trichterbecher";11509;4900;75;"Ua-6237"
"FROT";"S01965";"Sweden";"Trichterbecher";11512;4760;50;"Ua-6231"
"FROT";"S01965";"Sweden";"Trichterbecher";11506;4980;75;"Ua-6238"
"FROT";"S01965";"Sweden";"Trichterbecher";11513;4655;65;"Ua-6242"
"FROT";"S01965";"Sweden";"Trichterbecher";11508;4915;60;"Ua-6230"
"G17MN";"S10383";"Sweden";"Trichterbecher";26361;4293;42;"AAR-9992"
"G17MN";"S10383";"Sweden";"Trichterbecher";26410;4305;65;"AAR-9993"
"G17MN";"S10383";"Sweden";"Trichterbecher";26409;4375;43;"AAR-9994"
"G94MN";"S10382";"Sweden";"Trichterbecher";26359;4425;40;"Ua-20947"
"G94MN";"S10382";"Sweden";"Trichterbecher";26392;4232;48;"AAR-10236"
"G94MN";"S10382";"Sweden";"Trichterbecher";26384;4341;44;"AAR-10235"
